12,60.11
12,63.31
12,63.59
12,63.3
12,63.58
12,64.44
12,63.49
13,63.53
13,63.49
13,63.54
13,63.54
13,64.22
14,63.35
14,62.55
14,62.59
14,63.17
14,64.32
14,64.1
15,61.34
15,60.29
15,62.12
15,61.11
15,60.46
15,59.38
16,57.6
16,55.49
16,54.3
16,56.33
16,56.12
16,58.3
16,59.17
17,59.32
17,58.42
17,59.12
17,61.35
17,62.49
17,64.55
18,65.12001
18,66.27
18,67.5
18,66.16001
18,69.5
18,71.39
19,73.9
19,73.26
19,75.1
19,72.4
19,70.37
19,71.15
20,74.14
20,75.58
20,75.24
20,75.34
20,73.58
20,71.42
21,73.5
21,71.2
21,71.35
21,70.39
21,69.4
21,66.53
21,65.17
22,66.32
22,66.16001
22,66.42
22,66.26
22,67.4
22,64.17
23,64.3
23,68.43
23,68.28
23,69.38
23,70.3
23,71.36
24,70.1
24,69.48
24,71.1
24,69.58
24,69.45
24,70.14
25,70.23
25,67.2
25,66.6
25,65.25
25,66.27
25,66.22
26,67.2
26,65.37
26,63.53
26,65.3
26,65.3
26,66.54
27,66.37001
27,66.57
27,66.25
27,66.5
27,69.35
28,67.42
28,69.38
28,69.25
28,68.54
28,67.59
28,66.46
29,66.9
29,65.32
29,66.34
29,67.44
29,67.23001
29,66.42
12,247.1
12,247.56
12,247.31
12,247.5
13,249.3
13,248.59
13,248.42
13,247.5
13,245.36
13,246.13
14,246.1
14,246.28
14,247.32
14,248.3
15,248.41
15,248.35
15,250.36
15,250.12
15,251.14
16,250.38
16,250.4
16,248.44
16,248.49
16,248.59
16,249.18
17,250.2
17,250.4
17,249.12
17,247.0
17,247.17
17,248.1
18,245.46
18,246.32
18,246.29
18,246.3
18,247.4
18,247.15
19,247.53
19,247.14
19,248.17
19,249.49
19,249.51
20,250.37
20,250.8
20,250.22
20,248.39
20,248.16
20,247.43
21,245.6
21,245.48
21,246.45
21,246.5
21,245.2
21,246.9
22,245.39
22,244.5
22,244.52
22,246.55
22,244.4
22,243.2
23,242.6
23,241.14
23,240.4
23,239.7
23,239.44
23,238.34
24,239.21
24,240.12
24,239.22
24,238.49
24,238.41
24,238.56
25,239.13
25,240.5
25,241.54
25,242.58
25,244.19
25,244.48
26,244.52
26,243.1
26,243.52
26,243.56
26,244.53
26,243.38
27,246.21
27,245.19
27,244.2
27,244.14
27,244.15
28,243.6
28,241.7
28,242.24
28,243.14
28,242.4
28,242.1
29,240.59
29,243.55
29,243.1
29,244.7
29,243.3
29,244.43
12,62.7
12,62.7
12,61.17
12,62.3
12,62.48
13,62.48
13,62.37
13,61.54
13,59.24
13,58.23
14,59.56
14,61.33
14,61.4
14,63.18
14,63.24
14,63.29
15,65.3
15,64.56
15,66.2
15,66.24
15,64.59
16,63.2
16,60.4
16,59.26
16,61.37
16,60.22
16,59.39
17,57.26
17,55.9
17,55.57
17,56.17
17,58.28
18,59.0
18,59.25
18,59.57
19,67.43
19,69.53
19,72.6
19,72.26
19,71.30001
19,73.12
20,73.52
20,74.4
20,72.23001
20,69.23
20,70.39
21,73.21
21,75.54
21,76.1
21,75.15
21,72.1
21,71.17
22,70.24
22,71.4
22,70.8
22,70.43
22,68.31
22,67.5
23,68.7
23,69.39
23,70.14
23,72.42
23,71.27
24,71.9
24,71.51
24,71.57
24,73.29
24,73.32
24,73.13
25,69.58
25,70.4
25,68.27
25,69.44
25,68.43
26,67.44
26,65.56
26,64.44
26,64.35
26,66.23001
26,66.30001
27,65.9
27,65.28
27,64.39
27,67.1
27,68.3
27,69.47
28,70.32
28,68.48001
28,67.55001
28,66.2
12,243.51
12,244.7
12,243.59
12,244.27
12,245.23
12,244.3
13,243.12
13,242.4
13,241.57
13,240.28
13,241.41
14,243.16
14,242.25
14,241.44
14,241.19
14,241.31
14,240.6
15,241.26
15,243.8
15,243.32
15,243.32
15,243.53
16,243.7
16,244.42
16,246.38
16,245.57
16,244.35
16,244.35
17,243.32
17,243.37
17,245.43
17,245.4
17,244.39
18,242.59
18,240.14
18,240.4
18,242.1
18,242.22
19,242.17
19,243.24
19,243.28
19,243.57
19,246.19
19,245.47
20,245.31
20,244.41
20,243.6
20,243.6
20,244.53
21,246.19
21,246.5
21,247.57
21,247.26
21,247.49
22,248.39
22,246.39
22,243.2
22,242.35
22,239.2
23,238.7
23,239.3
23,238.39
23,237.13
23,237.9
23,235.0
24,235.32
24,236.4
25,238.19
25,239.29
25,242.9
25,243.5
25,242.45
26,242.21
26,242.6
26,243.49
26,244.6
26,243.32
26,241.39
27,241.3
27,239.22
27,238.26
27,239.3
27,240.47
28,240.48
28,239.7
28,239.43
28,239.42
28,239.24
29,242.2
29,240.54
29,240.45
29,240.56
29,241.1
30,241.1
11,59.24
12,59.3
12,60.12
12,60.36
12,59.36
12,58.54
13,56.32
13,56.52
13,58.21
13,60.3
13,59.1
13,59.17
14,59.1
14,58.39
14,60.35
14,62.56
14,61.56
15,63.26
15,63.1
15,61.55
15,63.18
15,63.38
16,62.22
16,60.42
16,56.25
16,54.19
16,54.1
16,53.25
17,54.15
17,53.47
17,53.22
17,51.2
17,52.49
18,53.49
18,53.49
18,54.51
18,53.2
18,54.14
19,57.31
19,58.58
19,60.16
19,60.56
19,60.42
20,60.25
20,60.42
20,61.41
20,62.2
20,62.22
21,60.37
21,61.25
21,62.51
21,63.57
21,64.1
22,63.35
22,61.51
22,60.29
22,61.14
22,60.54
22,61.32
23,59.29
23,58.15
23,57.25
23,57.51
23,59.8
23,61.23
24,61.5
24,62.33
24,59.52
24,60.11
24,60.4
24,60.42
25,61.3
25,61.35
25,61.21
25,60.8
25,58.58
26,60.8
26,59.2
26,60.45
26,60.28
26,59.39
26,59.12
27,58.24
27,59.18
27,58.49
27,61.26
27,60.41
27,59.6
28,59.34
28,59.6
28,60.37
28,62.3
28,63.34
28,63.2
29,63.34
29,63.26
11,249.26
11,246.56
12,243.53
12,244.27
12,244.2
12,243.39
12,244.12
12,245.24
13,244.33
13,245.32
13,245.24
13,245.9
13,243.58
13,242.43
13,242.39
14,242.25
14,241.49
14,242.25
14,243.9
14,242.22
14,242.29
15,242.58
15,242.47
15,242.32
15,243.5
15,244.54
15,244.57
16,244.17
16,244.13
16,244.25
16,244.25
16,243.24
16,245.11
17,244.46
17,244.2
17,244.29
17,243.55
17,243.5
17,244.52
18,245.6
18,244.5
18,244.13
18,243.36
18,242.31
18,241.53
19,240.48
19,241.46
19,240.44
19,241.42
19,240.47
19,240.13
20,241.9
20,241.21
20,242.43
20,243.5
20,245.2
21,246.3
21,245.27
21,246.16
21,246.2
21,246.59
21,246.6
22,245.37
22,245.34
22,243.4
22,246.2
22,246.34
22,247.38
23,245.5
23,246.51
23,246.4
23,244.56
23,243.32
23,243.16
24,242.12
24,240.54
24,238.38
24,236.19
24,234.51
24,235.53
25,237.1
25,237.21
25,237.36
25,238.11
25,238.6
25,235.55
26,237.4
26,239.53
26,240.3
26,240.19
26,240.56
26,240.34
27,241.33
27,243.35
27,244.38
27,244.8
27,243.17
28,241.49
28,240.0
28,239.46
28,241.7
28,241.31
28,240.38
29,239.57
29,237.45
29,237.18
29,239.26
12,66.47
12,67.3
12,66.52
12,68.26
13,67.41001
13,67.48001
13,69.26
13,66.36
13,65.23
14,66.49
14,66.53
14,68.4
14,69.28
14,69.38
15,70.8
15,71.29
15,71.15
15,69.18
16,68.12
16,67.41001
16,65.18
16,65.26
16,65.46
